CensusTract,State,County,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lahunv10,lahunv10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lahunv20,lahunv20share
37057061703,NC,Davidson,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1601,0,0,0,4349,R,4217.55,0.969775,1546.84,0.355678,1117.78,0.967777,440.529,0.968195,28.7563,0.0179615,3503.06,0.805486,1258.56,0.289392,929.271,0.804563,367.096,0.806804,22.17,0.0138476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37057061802,NC,Davidson,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2652,4,0.0005935,0,6740,R,6740,1,1554.31,0.23061,1615,1,933,1,117.247,0.0442107,6661.84,0.988403,1539.33,0.228387,1589.73,0.984352,923.275,0.989577,114.494,0.0431728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37057061803,NC,Davidson,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1328,36,0.0102769,0,3503,R,3166.01,0.9038,888.493,0.253638,791.795,0.927161,399.85,0.848937,44.0535,0.0331728,2554.52,0.729239,779.703,0.222582,635.234,0.743833,292.434,0.620878,43.9794,0.033117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37057061804,NC,Davidson,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2670,0,0,0,6536,R,6536,1,2102.73,0.321715,1346,1,929,1,83.2477,0.0311789,6536,1,2102.73,0.321715,1346,1,929,1,83.2477,0.0311789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37057061901,NC,Davidson,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2465,2,0.0003174,1,6301,R,6189.92,0.982371,2979.76,0.472902,1409.71,0.984437,855.913,0.988353,84.5213,0.0342886,5781.67,0.917579,2767.44,0.439206,1307.4,0.912986,805.746,0.930423,79.5915,0.0322886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37057061902,NC,Davidson,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2084,64,0.0120573,0,5308,R,5284.4,0.995554,2147.95,0.404663,1136.09,0.993957,864.714,0.993924,20.7323,0.00994832,5112.75,0.963215,2074.63,0.390849,1097.08,0.959821,841.655,0.96742,19.8578,0.0095287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37057062001,NC,Davidson,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1899,0,0,0,4677,R,4676.69,0.999934,1750.5,0.374279,978.94,0.999939,693.981,0.999973,103.847,0.0546853,4622,0.988241,1730.75,0.370056,965.101,0.985803,684.796,0.986738,102.347,0.053895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37057062002,NC,Davidson,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1632,59,0.014673,1,4021,R,3932.88,0.978086,1748.67,0.434884,871.688,0.977229,737.843,0.985104,67.4536,0.0413319,3801.33,0.945368,1688,0.419796,840.149,0.941871,721.859,0.963764,66.2909,0.0406194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37059080100,NC,Davie,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3004,42,0.0054229,0,7745,R,7745,1,2993.68,0.38653,1868,1,1102,1,92.5761,0.0308176,7739.29,0.999263,2991.84,0.386293,1866.82,0.999369,1100.99,0.999088,92.542,0.0308063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37059080200,NC,Davie,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2153,0,0,0,5207,R,4795.3,0.920933,1007.57,0.193502,1072.79,0.924816,748.259,0.920368,19.2253,0.00892953,2987.25,0.573699,734.462,0.141053,670.098,0.577671,455.99,0.560873,8.46994,0.00393402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37059080300,NC,Davie,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3474,157,0.0181356,0,8657,U,8445.86,0.975611,1265.37,0.146167,1902.44,0.988281,1885.85,0.951489,96.4411,0.0277608,6788.52,0.784166,1077.58,0.124475,1694.3,0.880154,1162.53,0.586543,60.2381,0.0173397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37059080400,NC,Davie,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2020,0,0,0,5151,R,5125.25,0.995,1210.87,0.235075,1215.75,0.99326,712.815,0.992779,94.8636,0.0469622,5033.74,0.977235,1184.6,0.229975,1189.56,0.971866,696.847,0.970539,93.3804,0.0462279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37059080500,NC,Davie,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1695,73,0.016486,0,4428,C,4362.42,0.985189,1716.72,0.387697,1134.53,0.989989,550.507,0.976077,36.7593,0.0216869,4026.55,0.909338,1594.37,0.360065,1073.41,0.936655,446.955,0.792474,35.0088,0.0206542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37059080600,NC,Davie,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1472,82,0.0224105,0,3659,C,3064.07,0.837407,799.639,0.21854,671.135,0.843135,608.286,0.772917,87.7578,0.0596181,1799.3,0.491747,470.788,0.128666,408.046,0.512621,325.303,0.413346,47.5773,0.0323215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37059080700,NC,Davie,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2427,11,0.0017206,1,6393,R,5982.36,0.935767,2963.64,0.463576,1529.47,0.937176,812.139,0.941065,56.9669,0.0234722,4636.67,0.725272,2278.3,0.356375,1196.71,0.733278,632.77,0.733221,46.4831,0.0191525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067000100,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,923,769,0.374756,1,2052,U,2052,1,846.726,0.412634,64,1,150,1,152.677,0.165414,552.542,0.26927,227.998,0.11111,43.0681,0.672939,29.701,0.198007,61.9917,0.0671633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067000200,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,436,430,0.389846,1,1103,U,1103,1,812.546,0.736669,125,1,74,1,210.483,0.482759,606.999,0.550317,447.158,0.405401,73.0341,0.584273,59.7789,0.807823,180.886,0.414876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067000301,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,791,0,0,1,1799,U,1799,1,1430.57,0.795205,573,1,217,1,316.178,0.39972,1762.56,0.979744,1401.6,0.779098,565.452,0.986826,214.397,0.988005,308.999,0.390644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067000302,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,777,0,0,1,1859,U,1859,1,1251,0.67294,473,1,276,1,104.596,0.134615,1437.45,0.773236,967.315,0.520341,360.234,0.761595,206.538,0.748327,80.428,0.103511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067000400,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1115,4,0.0012304,1,3251,U,2546.26,0.783224,1892.97,0.582273,793.183,0.776869,279.39,0.791474,242.088,0.21712,622.204,0.191388,492.791,0.151581,232.726,0.22794,30.2429,0.0856738,54.1525,0.0485672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067000500,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,903,8,0.0033459,1,2391,U,2391,1,1874.41,0.783944,792,1,230,1,302.553,0.335053,536.33,0.224312,396.93,0.16601,137.067,0.173064,77.3916,0.336485,56.7551,0.0628518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067000600,NC,Forsyth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,954,3,0.0014591,1,2056,U,385.145,0.187327,275.211,0.133858,96.8489,0.213324,56.2514,0.194642,61.2889,0.0642441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067000700,NC,Forsyth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,836,0,0,1,1764,U,0.227792,0.000129134,0.187004,0.000106011,0.0650836,0.000139365,0.0244063,0.0000903938,0.0458019,0.000054787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067000801,NC,Forsyth,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,281,2127,0.694644,1,3062,U,2978,0.972566,691.723,0.225906,400.513,0.906138,35.5999,0.93684,95.3552,0.339342,1.68085,0.000548938,1.37596,0.000449367,0.546276,0.00123592,0.168085,0.00442329,0.268182,0.000954384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067000802,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,610,476,0.226667,1,2100,U,1695.84,0.807545,1432.76,0.682267,481.095,0.766076,75.7925,0.789505,171.471,0.2811,685.867,0.326603,556.411,0.264958,232.37,0.370017,48.2411,0.502511,86.2328,0.141365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067000900,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1484,502,0.143101,1,3508,U,3330.6,0.949431,1764.94,0.503119,563.224,0.912843,454.337,0.996352,275.568,0.185693,2212.82,0.630791,1114.09,0.317586,336.127,0.544777,385.519,0.845437,157.821,0.106348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067001000,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1897,0,0,1,4652,U,4607.12,0.990352,2428.16,0.52196,1253.64,0.99812,309.146,0.997245,137.508,0.0724871,920.708,0.197917,549.021,0.118018,375.878,0.299266,21.8031,0.0703327,8.13703,0.00428942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067001100,NC,Forsyth,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1215,163,0.0723159,1,2254,U,1542.75,0.684448,585.709,0.259853,222.17,0.735663,134.915,0.514943,135.273,0.111335,29.7036,0.0131782,10.9782,0.00487054,0.447188,0.00148076,2.98837,0.011406,2.7079,0.00222873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067001200,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,828,192,0.0980092,0,1959,U,1449.4,0.739867,129.236,0.0659702,265.518,0.700576,496.828,0.853656,38.5706,0.0465828,646.651,0.330092,114.098,0.0582432,71.7224,0.189241,349.381,0.60031,24.2841,0.0293287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067001300,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,705,3142,0.692833,0,4535,U,4535,1,697.829,0.153876,214,1,409,1,104.199,0.147801,3741.42,0.82501,419.249,0.0924474,179.752,0.839961,278.721,0.68147,56.3578,0.0799401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067001400,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1278,266,0.0716981,1,3710,U,3455.92,0.931516,2131.96,0.574652,836.976,0.902887,315.383,0.958611,146.694,0.114784,1734.68,0.467568,1069.69,0.288325,372.898,0.402263,153.475,0.46649,76.4665,0.0598329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067001500,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1336,8,0.0019536,1,4095,U,3915.17,0.956085,1949.25,0.476007,1255.36,0.958289,299.748,0.94857,113.726,0.0851245,2751.28,0.671862,1267.52,0.309528,860.749,0.657061,225.225,0.712738,57.4745,0.0430198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067001601,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1470,23,0.0062979,1,3652,U,3652,1,1591.79,0.435868,820,1,733,1,107.647,0.0732296,3651.94,0.999983,1591.78,0.435864,819.99,0.999987,732.99,0.999986,107.646,0.0732283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067001602,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1258,5,0.001625,1,3077,U,2585.18,0.840164,2030.71,0.659964,885.581,0.873354,250.656,0.730775,320.75,0.254968,1841.11,0.598347,1465.15,0.476161,631.219,0.622503,169.486,0.494127,230.304,0.183072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067001700,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1935,12,0.002294,1,5231,U,4813.94,0.920271,2549.87,0.487453,1486.81,0.925787,523.117,0.905046,342.269,0.176883,3756.14,0.718053,1723.09,0.3294,1126.02,0.701132,393.763,0.681251,209.452,0.108244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067001800,NC,Forsyth,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1486,20,0.004754,1,4207,U,2464.68,0.585853,1259.93,0.299485,601.987,0.512766,412.935,0.718149,88.6386,0.0596491,151.739,0.0360683,69.6332,0.0165518,30.1611,0.0256908,31.4481,0.0546923,4.8758,0.00328116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067001901,NC,Forsyth,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,505,4,0.0025823,1,1549,U,957.767,0.618313,665.19,0.429432,291.074,0.610217,82.6388,0.630831,86.3961,0.171081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067001902,NC,Forsyth,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,810,0,0,0,1917,U,1118.4,0.583414,451.31,0.235425,222.291,0.540853,108.446,0.544953,53.1663,0.0656374,9.62641,0.0050216,1.71807,0.000896226,1.44396,0.00351329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002001,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,890,11,0.0046472,1,2367,U,2350.76,0.99314,941.171,0.397622,675.922,0.989637,273.417,0.997873,155.569,0.174797,876.471,0.370288,417.68,0.17646,225.69,0.33044,111.881,0.408325,77.6035,0.0871949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002002,NC,Forsyth,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1202,2,0.000651,1,3072,U,1010.62,0.328976,419.186,0.136454,239.491,0.295668,157.368,0.401449,36.573,0.0304268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002100,NC,Forsyth,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,958,150,0.069735,0,2151,U,961.598,0.447047,209.046,0.0971856,171.99,0.452605,239.29,0.552633,10.1379,0.0105824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002200,NC,Forsyth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1908,5,0.0013362,0,3742,U,445.455,0.119042,124.678,0.0333185,88.5388,0.126124,64.7421,0.123554,21.1901,0.0111059,8.12451,0.00217117,1.97976,0.000529066,3.06334,0.00436373,0.133189,0.000254177,0.163836,0.0000858681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002501,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1109,0,0,0,2590,U,2126.51,0.821045,185.576,0.0716511,542.543,0.870856,338.314,0.710745,13.6847,0.0123396,821.414,0.317148,85.9103,0.03317,163.963,0.263183,141.982,0.298281,8.11317,0.00731575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002502,NC,Forsyth,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1200,0,0,0,2770,U,2427.98,0.876526,105.611,0.0381265,501.234,0.845252,617.149,0.908909,26.6906,0.0222422,481.934,0.173983,19.6161,0.00708162,83.3318,0.140526,158.237,0.233044,6.86514,0.00572095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002601,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1136,0,0,0,2481,U,1928.13,0.77716,299.233,0.12061,360.813,0.841055,463.109,0.73979,24.1823,0.0212872,845.094,0.340626,109.265,0.0440405,161.693,0.376907,209.374,0.334464,12.6211,0.0111102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002603,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3016,1,0.0001526,0,6553,U,4389.67,0.669872,1313.13,0.200385,891.519,0.682634,780.449,0.714043,50.2512,0.0166615,521.495,0.0795811,120.345,0.0183648,93.8143,0.0718333,104.508,0.0956154,2.33197,0.000773201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002604,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2272,8,0.001242,0,6441,U,4833.4,0.750411,717.733,0.111432,1389.61,0.719261,554.475,0.840113,5.86712,0.00258236,1929.88,0.299624,179.102,0.0278065,626.379,0.324213,174.416,0.264267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002701,NC,Forsyth,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2317,6,0.0010232,1,5864,U,2163.95,0.369024,1506.9,0.256975,700.405,0.412731,117.787,0.223505,48.2181,0.0208106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002702,NC,Forsyth,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2665,165,0.0290749,1,5675,U,4421.82,0.779176,2404.77,0.423748,1099.21,0.808241,533.995,0.576668,227.112,0.0852203,51.7983,0.00912745,18.5233,0.00326401,16.7671,0.0123287,7.92319,0.00855636,0.399243,0.00014981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002703,NC,Forsyth,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,3111,171,0.0283159,1,6039,U,2498.9,0.413794,1543.8,0.255639,447.092,0.449339,348.574,0.508126,313.528,0.100781,142.866,0.0236572,105.196,0.0174195,43.4328,0.0436511,4.82587,0.00703479,21.3721,0.00686986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002801,NC,Forsyth,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1729,0,0,0,4236,R,4235.65,0.999916,921.596,0.217563,898.884,0.999871,646.993,0.999989,19.627,0.0113517,4144.07,0.978298,901.725,0.212872,871.998,0.969964,639.927,0.989068,19.627,0.0113517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002804,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1491,0,0,0,4150,U,3242.66,0.781363,554.403,0.133591,884.778,0.748543,407.446,0.841831,59.1716,0.0396858,1414.54,0.340853,261.428,0.0629947,358.798,0.303551,193.305,0.399391,17.5738,0.0117866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002806,NC,Forsyth,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1236,339,0.103543,1,3274,U,2144.96,0.655151,1027.76,0.313916,548.04,0.71174,253.296,0.464763,72.6641,0.0587898,197.822,0.0604221,100.035,0.0305544,65.81,0.0854675,23.9792,0.0439986,5.41668,0.00438242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002807,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2066,0,0,0,5031,U,4943.28,0.982564,1247.23,0.247909,1204.94,0.988463,714.683,0.973683,119.102,0.0576485,3580.2,0.711628,896.001,0.178096,911.271,0.747556,486.193,0.662388,84.9776,0.0411315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002808,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1449,0,0,0,3531,U,3521.05,0.997181,871.403,0.246787,835.058,0.99768,500.521,0.995072,36.5481,0.025223,3310.08,0.937434,816.583,0.231261,784.649,0.937454,466.696,0.927824,33.944,0.0234258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002809,NC,Forsyth,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,938,0,0,0,2238,R,2238,1,420.145,0.187733,431,1,418,1,34.0648,0.0363164,2235.02,0.99867,419.407,0.187402,431,1,418,1,34.0648,0.0363164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002901,NC,Forsyth,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1811,30,0.0062709,1,4784,U,4784,1,1717.62,0.359035,1204,1,599,1,70.5878,0.0389772,4521.22,0.945071,1663.18,0.347656,1150.23,0.955341,548.821,0.916228,66.6275,0.0367905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002903,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1436,105,0.0274295,0,3828,U,3828,1,1283.76,0.33536,952,1,596,1,34.8551,0.0242723,3809.35,0.995127,1279.08,0.334137,948.83,0.99667,594.032,0.996698,34.7188,0.0241774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067002904,NC,Forsyth,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,927,0,0,1,2151,R,2089.2,0.971269,701.277,0.326024,414.234,0.961101,350.253,0.981102,74.3041,0.0801554,1941.67,0.902684,662.052,0.307788,370.719,0.860136,334.266,0.93632,69.1622,0.0746086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003002,NC,Forsyth,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1580,0,0,1,3932,U,3541.33,0.900642,1374.58,0.349589,823.451,0.906884,640.65,0.912607,92.1577,0.0583277,3169.32,0.806034,1313.07,0.333945,734.289,0.808688,570.492,0.812667,92.1577,0.0583277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003003,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1277,4,0.0012225,0,3272,U,3050.56,0.932323,762.657,0.233086,722.635,0.882339,353.784,0.971934,21.6908,0.0169858,2842.87,0.868848,703.859,0.215116,677.591,0.82734,329.936,0.906417,18.4728,0.0144658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003004,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1508,0,0,0,3618,U,3377.92,0.933642,377.993,0.104476,803.01,0.974527,414.638,0.740425,38.4066,0.0254686,2852.18,0.788329,336.451,0.0929935,699.033,0.848342,308.434,0.550775,29.9038,0.0198301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003103,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1992,0,0,0,5468,U,5461.26,0.998767,817.59,0.149523,1394.72,0.999084,535.508,0.995368,62.3192,0.0312848,5223.9,0.955359,757.997,0.138624,1328.57,0.951699,511.516,0.950774,62.3192,0.0312848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003105,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1380,0,0,0,3649,U,3203.08,0.877796,830.605,0.227626,890.78,0.905264,329.703,0.76675,52.3726,0.0379512,2736.19,0.749846,706.871,0.193716,785.028,0.797792,246.121,0.572375,42.3205,0.030667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003106,NC,Forsyth,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1230,0,0,0,3099,R,3099,1,389.097,0.125556,682,1,397,1,17.6429,0.0143438,3099,1,389.097,0.125556,682,1,397,1,17.6429,0.0143438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003107,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1742,0,0,0,4391,U,3905.39,0.889408,790.102,0.179937,954.56,0.910839,523.069,0.888063,23.7158,0.0136141,3080.77,0.70161,633.434,0.144257,736.037,0.702326,406.906,0.690843,18.6569,0.0107101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003108,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1374,86,0.0246066,0,3495,U,2656.6,0.760115,888.166,0.254125,685.132,0.739085,376.671,0.806577,54.8322,0.039907,1265.42,0.362067,392.249,0.112231,275.118,0.296784,212.585,0.455213,8.73065,0.00635418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003201,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1976,6,0.0012568,0,4774,U,3908.05,0.818611,973.05,0.203823,878.784,0.822062,603.53,0.831308,74.8846,0.0378971,1870.99,0.391913,408.161,0.0854966,461.769,0.431963,250.322,0.344796,41.1888,0.0208445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003202,NC,Forsyth,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1704,0,0,1,3904,U,2604.88,0.667232,1009.19,0.2585,645.924,0.689353,349.629,0.677575,93.3651,0.0547917,385.381,0.0987143,92.821,0.0237759,90.0091,0.096061,53.1429,0.10299,9.92091,0.00582213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003307,NC,Forsyth,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1494,0,0,0,3405,U,1700.93,0.499538,376.491,0.11057,364.732,0.471839,299.884,0.591487,9.14066,0.00611825,209.762,0.061604,35.9712,0.0105642,50.2034,0.0649462,38.0838,0.0751159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
